source,year,heroic_total,nuisance_total,culinary_total,sport_total,hunting_total,mean_net_tone,n_articles,heroic_rate,nuisance_rate,culinary_rate,sport_rate,hunting_rate,signed_tone_rate,total_loaded,positivity_ratio
ChroniclingAmerica,1896,13.9375,0.0,1.375,23.9375,2.125,0.0375,240,0.05807291666666667,0.0,0.005729166666666666,0.09973958333333334,0.008854166666666666,0.05807291666666667,13.9375,1.0
ChroniclingAmerica,1897,33.125,3.0,5.0625,19.875,4.3125,0.058333333333333334,240,0.13802083333333334,0.0125,0.02109375,0.0828125,0.01796875,0.12552083333333333,36.125,0.916955017301038
ChroniclingAmerica,1898,71.3125,0.5,1.5625,19.0625,12.6875,0.07916666666666666,240,0.29713541666666665,0.0020833333333333333,0.006510416666666667,0.07942708333333333,0.05286458333333333,0.2950520833333333,71.8125,0.9930374238468234
ChroniclingAmerica,1899,22.0625,0.0,1.125,10.4375,11.125,0.0375,240,0.09192708333333334,0.0,0.0046875,0.04348958333333333,0.04635416666666667,0.09192708333333334,22.0625,1.0
ChroniclingAmerica,1900,19.0,2.75,2.625,10.125,7.25,0.008333333333333333,240,0.07916666666666666,0.011458333333333333,0.0109375,0.0421875,0.030208333333333334,0.06770833333333333,21.75,0.8735632183908046
ChroniclingAmerica,1901,16.8125,2.25,5.375,16.125,1.25,0.029166666666666667,240,0.07005208333333333,0.009375,0.022395833333333334,0.0671875,0.005208333333333333,0.06067708333333333,19.0625,0.8819672131147541
ChroniclingAmerica,1902,2.125,0.0,0.9375,10.75,5.6875,0.008333333333333333,240,0.008854166666666666,0.0,0.00390625,0.04479166666666667,0.023697916666666666,0.008854166666666666,2.125,1.0
ChroniclingAmerica,1903,12.0,5.0625,2.0625,14.0625,3.8125,0.004166666666666667,240,0.05,0.02109375,0.00859375,0.05859375,0.015885416666666666,0.02890625,17.0625,0.7032967032967034
ChroniclingAmerica,1904,15.5,2.125,8.75,11.625,3.4375,0.03333333333333333,240,0.06458333333333334,0.008854166666666666,0.036458333333333336,0.0484375,0.014322916666666666,0.05572916666666668,17.625,0.8794326241134752
ChroniclingAmerica,1905,12.4375,1.6875,1.375,6.3125,29.75,0.020833333333333332,240,0.05182291666666667,0.00703125,0.005729166666666666,0.026302083333333334,0.12395833333333334,0.04479166666666667,14.125,0.8805309734513275
ChroniclingAmerica,1906,9.75,0.625,1.5,14.5,3.5625,0.016666666666666666,240,0.040625,0.0026041666666666665,0.00625,0.06041666666666667,0.01484375,0.03802083333333334,10.375,0.9397590361445783
ChroniclingAmerica,1907,2.625,0.0,20.9375,16.375,0.9375,0.004166666666666667,240,0.0109375,0.0,0.08723958333333333,0.06822916666666666,0.00390625,0.0109375,2.625,1.0
ChroniclingAmerica,1908,5.375,2.0,12.875,19.9375,0.0,0.025,240,0.022395833333333334,0.008333333333333333,0.05364583333333333,0.08307291666666666,0.0,0.0140625,7.375,0.7288135593220338
ChroniclingAmerica,1909,21.875,0.8125,8.1875,9.875,0.0,0.0375,240,0.09114583333333333,0.0033854166666666668,0.03411458333333333,0.04114583333333333,0.0,0.08776041666666666,22.6875,0.9641873278236914
ChroniclingAmerica,1910,6.4375,0.9375,7.375,6.625,8.1875,0.025,240,0.026822916666666665,0.00390625,0.030729166666666665,0.027604166666666666,0.03411458333333333,0.022916666666666665,7.375,0.8728813559322034
ChroniclingAmerica,1911,1.75,0.625,2.625,19.0625,13.125,0.008333333333333333,240,0.007291666666666667,0.0026041666666666665,0.0109375,0.07942708333333333,0.0546875,0.004687500000000001,2.375,0.7368421052631579
ChroniclingAmerica,1912,4.0,1.1875,6.1875,21.1875,4.875,0.008333333333333333,240,0.016666666666666666,0.0049479166666666664,0.02578125,0.08828125,0.0203125,0.01171875,5.1875,0.7710843373493976
ChroniclingAmerica,1913,14.75,1.5,5.8125,15.6875,4.0,0.029166666666666667,240,0.06145833333333333,0.00625,0.02421875,0.06536458333333334,0.016666666666666666,0.05520833333333333,16.25,0.9076923076923077
ChroniclingAmerica,1914,21.1875,1.625,0.0,6.0625,11.75,0.07916666666666666,240,0.08828125,0.0067708333333333336,0.0,0.025260416666666667,0.04895833333333333,0.08151041666666667,22.8125,0.9287671232876712
ChroniclingAmerica,1915,2.75,13.8125,29.0,34.1875,10.8125,-0.0125,240,0.011458333333333333,0.05755208333333333,0.12083333333333333,0.14244791666666667,0.04505208333333333,-0.046093749999999996,16.5625,0.1660377358490566
ChroniclingAmerica,1916,1.625,2.875,14.1875,28.3125,0.0,0.0,220,0.007386363636363636,0.013068181818181817,0.06448863636363636,0.12869318181818182,0.0,-0.005681818181818181,4.5,0.3611111111111111
ChroniclingAmerica,1917,6.9375,0.5,5.5625,5.125,0.0,0.008333333333333333,240,0.02890625,0.0020833333333333333,0.023177083333333334,0.021354166666666667,0.0,0.02682291666666667,7.4375,0.9327731092436975
ChroniclingAmerica,1918,82.6875,3.25,1.125,58.875,16.1875,0.1125,240,0.34453125,0.013541666666666667,0.0046875,0.2453125,0.06744791666666666,0.33098958333333334,85.9375,0.9621818181818181
ChroniclingAmerica,1919,93.375,0.1875,2.0625,10.875,4.1875,0.12916666666666668,240,0.3890625,0.00078125,0.00859375,0.0453125,0.017447916666666667,0.38828124999999997,93.5625,0.9979959919839679
ChroniclingAmerica,1920,18.75,2.5625,8.6875,22.6875,0.0,0.025,240,0.078125,0.010677083333333334,0.03619791666666667,0.09453125,0.0,0.06744791666666666,21.3125,0.8797653958944281
ChroniclingAmerica,1921,56.0625,1.3125,7.0,10.875,5.125,0.06666666666666667,240,0.23359375,0.00546875,0.029166666666666667,0.0453125,0.021354166666666667,0.228125,57.375,0.9771241830065359
ChroniclingAmerica,1922,23.6875,9.0625,11.875,6.625,7.4375,0.029166666666666667,240,0.09869791666666666,0.037760416666666664,0.049479166666666664,0.027604166666666666,0.030989583333333334,0.0609375,32.75,0.7232824427480916
ChroniclingAmerica,1923,9.375,0.0,4.8125,6.25,0.1875,0.016666666666666666,240,0.0390625,0.0,0.020052083333333335,0.026041666666666668,0.00078125,0.0390625,9.375,1.0
ChroniclingAmerica,1924,1.0,0.0,3.125,5.875,2.0625,0.004166666666666667,240,0.004166666666666667,0.0,0.013020833333333334,0.024479166666666666,0.00859375,0.004166666666666667,1.0,1.0
ChroniclingAmerica,1925,36.9375,0.4375,1.75,34.375,1.5,0.04583333333333333,240,0.15390625,0.0018229166666666667,0.007291666666666667,0.14322916666666666,0.00625,0.15208333333333332,37.375,0.9882943143812709
